expediente_mayo,expediente_septiembre,estado_procesal_mayo,estado_procesal_septiembre,cambio_status
PFC.H.A.2/001475-2023,PFC.H.A.2/001475-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001476-2023,PFC.H.A.2/001476-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001477-2023,PFC.H.A.2/001477-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001478-2023,PFC.H.A.2/001478-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001479-2023,PFC.H.A.2/001479-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001480-2023,PFC.H.A.2/001480-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001481-2023,PFC.H.A.2/001481-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001482-2023,PFC.H.A.2/001482-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001483-2023,PFC.H.A.2/001483-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001484-2023,PFC.H.A.2/001484-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001485-2023,PFC.H.A.2/001485-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001486-2023,PFC.H.A.2/001486-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001487-2023,PFC.H.A.2/001487-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001488-2023,PFC.H.A.2/001488-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001489-2023,PFC.H.A.2/001489-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001490-2023,PFC.H.A.2/001490-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001491-2023,PFC.H.A.2/001491-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001492-2023,PFC.H.A.2/001492-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001493-2023,PFC.H.A.2/001493-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001494-2023,PFC.H.A.2/001494-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001495-2023,PFC.H.A.2/001495-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001496-2023,PFC.H.A.2/001496-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001497-2023,PFC.H.A.2/001497-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001498-2023,PFC.H.A.2/001498-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001499-2023,PFC.H.A.2/001499-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001500-2023,PFC.H.A.2/001500-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001501-2023,PFC.H.A.2/001501-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001502-2023,PFC.H.A.2/001502-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001503-2023,PFC.H.A.2/001503-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001504-2023,PFC.H.A.2/001504-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001505-2023,PFC.H.A.2/001505-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001506-2023,PFC.H.A.2/001506-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001507-2023,PFC.H.A.2/001507-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001508-2023,PFC.H.A.2/001508-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001509-2023,PFC.H.A.2/001509-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001510-2023,PFC.H.A.2/001510-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001511-2023,PFC.H.A.2/001511-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001512-2023,PFC.H.A.2/001512-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001513-2023,PFC.H.A.2/001513-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001514-2023,PFC.H.A.2/001514-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001515-2023,PFC.H.A.2/001515-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001516-2023,PFC.H.A.2/001516-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001517-2023,PFC.H.A.2/001517-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001518-2023,PFC.H.A.2/001518-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001519-2023,PFC.H.A.2/001519-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001520-2023,PFC.H.A.2/001520-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001521-2023,PFC.H.A.2/001521-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001522-2023,PFC.H.A.2/001522-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001523-2023,PFC.H.A.2/001523-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001524-2023,PFC.H.A.2/001524-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001525-2023,PFC.H.A.2/001525-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001526-2023,PFC.H.A.2/001526-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001527-2023,PFC.H.A.2/001527-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001528-2023,PFC.H.A.2/001528-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001529-2023,PFC.H.A.2/001529-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001530-2023,PFC.H.A.2/001530-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001531-2023,PFC.H.A.2/001531-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001532-2023,PFC.H.A.2/001532-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001533-2023,PFC.H.A.2/001533-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001534-2023,PFC.H.A.2/001534-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001535-2023,PFC.H.A.2/001535-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001536-2023,PFC.H.A.2/001536-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001537-2023,PFC.H.A.2/001537-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001538-2023,PFC.H.A.2/001538-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001539-2023,PFC.H.A.2/001539-2023,"En Trámite",Cancelada,Cambio
PFC.H.A.2/001540-2023,PFC.H.A.2/001540-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001541-2023,PFC.H.A.2/001541-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001542-2023,PFC.H.A.2/001542-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001543-2023,PFC.H.A.2/001543-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001544-2023,PFC.H.A.2/001544-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001545-2023,PFC.H.A.2/001545-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001546-2023,PFC.H.A.2/001546-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001547-2023,PFC.H.A.2/001547-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001548-2023,PFC.H.A.2/001548-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001549-2023,PFC.H.A.2/001549-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001550-2023,PFC.H.A.2/001550-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001551-2023,PFC.H.A.2/001551-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001552-2023,PFC.H.A.2/001552-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001553-2023,PFC.H.A.2/001553-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001554-2023,PFC.H.A.2/001554-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001555-2023,PFC.H.A.2/001555-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001556-2023,PFC.H.A.2/001556-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001557-2023,PFC.H.A.2/001557-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001558-2023,PFC.H.A.2/001558-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001559-2023,PFC.H.A.2/001559-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001560-2023,PFC.H.A.2/001560-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001561-2023,PFC.H.A.2/001561-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001562-2023,PFC.H.A.2/001562-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001563-2023,PFC.H.A.2/001563-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001564-2023,PFC.H.A.2/001564-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001565-2023,PFC.H.A.2/001565-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001566-2023,PFC.H.A.2/001566-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001567-2023,PFC.H.A.2/001567-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001568-2023,PFC.H.A.2/001568-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001569-2023,PFC.H.A.2/001569-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001570-2023,PFC.H.A.2/001570-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001571-2023,PFC.H.A.2/001571-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001572-2023,PFC.H.A.2/001572-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001573-2023,PFC.H.A.2/001573-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001574-2023,PFC.H.A.2/001574-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001575-2023,PFC.H.A.2/001575-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001576-2023,PFC.H.A.2/001576-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001577-2023,PFC.H.A.2/001577-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001578-2023,PFC.H.A.2/001578-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001579-2023,PFC.H.A.2/001579-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001580-2023,PFC.H.A.2/001580-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001581-2023,PFC.H.A.2/001581-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001582-2023,PFC.H.A.2/001582-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001583-2023,PFC.H.A.2/001583-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001584-2023,PFC.H.A.2/001584-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001585-2023,PFC.H.A.2/001585-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001586-2023,PFC.H.A.2/001586-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001587-2023,PFC.H.A.2/001587-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001588-2023,PFC.H.A.2/001588-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001589-2023,PFC.H.A.2/001589-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001590-2023,PFC.H.A.2/001590-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001591-2023,PFC.H.A.2/001591-2023,"En Trámite",Cancelada,Cambio
PFC.H.A.2/001592-2023,PFC.H.A.2/001592-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001593-2023,PFC.H.A.2/001593-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001594-2023,PFC.H.A.2/001594-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001595-2023,PFC.H.A.2/001595-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001596-2023,PFC.H.A.2/001596-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001597-2023,PFC.H.A.2/001597-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001598-2023,PFC.H.A.2/001598-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001599-2023,PFC.H.A.2/001599-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001600-2023,PFC.H.A.2/001600-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001601-2023,PFC.H.A.2/001601-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001602-2023,PFC.H.A.2/001602-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001603-2023,PFC.H.A.2/001603-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001604-2023,PFC.H.A.2/001604-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001605-2023,PFC.H.A.2/001605-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001606-2023,PFC.H.A.2/001606-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001607-2023,PFC.H.A.2/001607-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001608-2023,PFC.H.A.2/001608-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001609-2023,PFC.H.A.2/001609-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001610-2023,PFC.H.A.2/001610-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001611-2023,PFC.H.A.2/001611-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001612-2023,PFC.H.A.2/001612-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001613-2023,PFC.H.A.2/001613-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001614-2023,PFC.H.A.2/001614-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001615-2023,PFC.H.A.2/001615-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001616-2023,PFC.H.A.2/001616-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001617-2023,PFC.H.A.2/001617-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001618-2023,PFC.H.A.2/001618-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001619-2023,PFC.H.A.2/001619-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001620-2023,PFC.H.A.2/001620-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001621-2023,PFC.H.A.2/001621-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001622-2023,PFC.H.A.2/001622-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001623-2023,PFC.H.A.2/001623-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001624-2023,PFC.H.A.2/001624-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001625-2023,PFC.H.A.2/001625-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001626-2023,PFC.H.A.2/001626-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001627-2023,PFC.H.A.2/001627-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001628-2023,PFC.H.A.2/001628-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001629-2023,PFC.H.A.2/001629-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001630-2023,PFC.H.A.2/001630-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001631-2023,PFC.H.A.2/001631-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001632-2023,PFC.H.A.2/001632-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001633-2023,PFC.H.A.2/001633-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001634-2023,PFC.H.A.2/001634-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001635-2023,PFC.H.A.2/001635-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001636-2023,PFC.H.A.2/001636-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001637-2023,PFC.H.A.2/001637-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001638-2023,PFC.H.A.2/001638-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001639-2023,PFC.H.A.2/001639-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001640-2023,PFC.H.A.2/001640-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001641-2023,PFC.H.A.2/001641-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001642-2023,PFC.H.A.2/001642-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001643-2023,PFC.H.A.2/001643-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001644-2023,PFC.H.A.2/001644-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001645-2023,PFC.H.A.2/001645-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001646-2023,PFC.H.A.2/001646-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001647-2023,PFC.H.A.2/001647-2023,"En Trámite","No Conciliada",Cambio
PFC.H.A.2/001648-2023,PFC.H.A.2/001648-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001649-2023,PFC.H.A.2/001649-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001650-2023,PFC.H.A.2/001650-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001651-2023,PFC.H.A.2/001651-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001652-2023,PFC.H.A.2/001652-2023,"En Trámite",Desistimiento,Cambio
PFC.H.A.2/001653-2023,PFC.H.A.2/001653-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001654-2023,PFC.H.A.2/001654-2023,"En Trámite",Conciliada,Cambio
PFC.H.A.2/001655-2023,PFC.H.A.2/001655-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001656-2023,PFC.H.A.2/001656-2023,"En Trámite",Improcedente,Cambio
PFC.H.A.2/001657-2023,PFC.H.A.2/001657-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000007-2023,PFC.HGO.B.3/000007-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.HGO.B.3/000023-2023,PFC.HGO.B.3/000023-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000024-2023,PFC.HGO.B.3/000024-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000038-2023,PFC.HGO.B.3/000038-2023,"En Trámite","En Trámite","Sin cambio"
PFC.HGO.B.3/000062-2023,PFC.HGO.B.3/000062-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.HGO.B.3/000080-2023,PFC.HGO.B.3/000080-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000092-2023,PFC.HGO.B.3/000092-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.HGO.B.3/000094-2023,PFC.HGO.B.3/000094-2023,"En Trámite","No Conciliada",Cambio
PFC.HGO.B.3/000124-2023,PFC.HGO.B.3/000124-2023,"En Trámite","No Conciliada",Cambio
PFC.HGO.B.3/000131-2023,PFC.HGO.B.3/000131-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000137-2023,PFC.HGO.B.3/000137-2023,Desistimiento,Desistimiento,"Sin cambio"
PFC.HGO.B.3/000143-2023,PFC.HGO.B.3/000143-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000155-2023,PFC.HGO.B.3/000155-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000186-2023,PFC.HGO.B.3/000186-2023,"No Conciliada","No Conciliada","Sin cambio"
PFC.HGO.B.3/000212-2023,PFC.HGO.B.3/000212-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000216-2023,PFC.HGO.B.3/000216-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000217-2023,PFC.HGO.B.3/000217-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000227-2023,PFC.HGO.B.3/000227-2023,"En Trámite","No Conciliada",Cambio
PFC.HGO.B.3/000240-2023,PFC.HGO.B.3/000240-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000266-2023,PFC.HGO.B.3/000266-2023,"En Trámite","En Trámite","Sin cambio"
PFC.HGO.B.3/000273-2023,PFC.HGO.B.3/000273-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000287-2023,PFC.HGO.B.3/000287-2023,"En Trámite","En Trámite","Sin cambio"
PFC.HGO.B.3/000290-2023,PFC.HGO.B.3/000290-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000307-2023,PFC.HGO.B.3/000307-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000323-2023,PFC.HGO.B.3/000323-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000336-2023,PFC.HGO.B.3/000336-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000351-2023,PFC.HGO.B.3/000351-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000371-2023,PFC.HGO.B.3/000371-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000375-2023,PFC.HGO.B.3/000375-2023,Conciliada,Conciliada,"Sin cambio"
PFC.HGO.B.3/000379-2023,PFC.HGO.B.3/000379-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000385-2023,PFC.HGO.B.3/000385-2023,"En Trámite","En Trámite","Sin cambio"
PFC.HGO.B.3/000387-2023,PFC.HGO.B.3/000387-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000401-2023,PFC.HGO.B.3/000401-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000402-2023,PFC.HGO.B.3/000402-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000403-2023,PFC.HGO.B.3/000403-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000417-2023,PFC.HGO.B.3/000417-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000445-2023,PFC.HGO.B.3/000445-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000472-2023,PFC.HGO.B.3/000472-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000475-2023,PFC.HGO.B.3/000475-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000476-2023,PFC.HGO.B.3/000476-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000478-2023,PFC.HGO.B.3/000478-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000485-2023,PFC.HGO.B.3/000485-2023,"En Trámite","No Conciliada",Cambio
PFC.HGO.B.3/000492-2023,PFC.HGO.B.3/000492-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000503-2023,PFC.HGO.B.3/000503-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000514-2023,PFC.HGO.B.3/000514-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000517-2023,PFC.HGO.B.3/000517-2023,"En Trámite","En Trámite","Sin cambio"
PFC.HGO.B.3/000530-2023,PFC.HGO.B.3/000530-2023,"En Trámite","En Trámite","Sin cambio"
PFC.HGO.B.3/000537-2023,PFC.HGO.B.3/000537-2023,"En Trámite",Desistimiento,Cambio
PFC.HGO.B.3/000549-2023,PFC.HGO.B.3/000549-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000553-2023,PFC.HGO.B.3/000553-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000554-2023,PFC.HGO.B.3/000554-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000562-2023,PFC.HGO.B.3/000562-2023,"En Trámite",Conciliada,Cambio
PFC.HGO.B.3/000568-2023,PFC.HGO.B.3/000568-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000003-2023,PFC.IRA.B.3/000003-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000008-2023,PFC.IRA.B.3/000008-2023,"En Trámite",Desistimiento,Cambio
PFC.IRA.B.3/000102-2023,PFC.IRA.B.3/000102-2023,"En Trámite",Conciliada,Cambio
PFC.IRA.B.3/000117-2023,PFC.IRA.B.3/000117-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000187-2023,PFC.IRA.B.3/000187-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000195-2023,PFC.IRA.B.3/000195-2023,Conciliada,Conciliada,"Sin cambio"
PFC.IRA.B.3/000205-2023,PFC.IRA.B.3/000205-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000236-2023,PFC.IRA.B.3/000236-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000258-2023,PFC.IRA.B.3/000258-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000290-2023,PFC.IRA.B.3/000290-2023,"En Trámite",Conciliada,Cambio
PFC.IRA.B.3/000301-2023,PFC.IRA.B.3/000301-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000312-2023,PFC.IRA.B.3/000312-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000314-2023,PFC.IRA.B.3/000314-2023,"En Trámite",Conciliada,Cambio
PFC.IRA.B.3/000325-2023,PFC.IRA.B.3/000325-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000330-2023,PFC.IRA.B.3/000330-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000336-2023,PFC.IRA.B.3/000336-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000339-2023,PFC.IRA.B.3/000339-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000355-2023,PFC.IRA.B.3/000355-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000356-2023,PFC.IRA.B.3/000356-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000370-2023,PFC.IRA.B.3/000370-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000375-2023,PFC.IRA.B.3/000375-2023,"En Trámite","No Conciliada",Cambio
PFC.IRA.B.3/000377-2023,PFC.IRA.B.3/000377-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000381-2023,PFC.IRA.B.3/000381-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000394-2023,PFC.IRA.B.3/000394-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000446-2023,PFC.IRA.B.3/000446-2023,"En Trámite",Conciliada,Cambio
PFC.IRA.B.3/000456-2023,PFC.IRA.B.3/000456-2023,"En Trámite",Conciliada,Cambio
PFC.IRA.B.3/000467-2023,PFC.IRA.B.3/000467-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000473-2023,PFC.IRA.B.3/000473-2023,"En Trámite","En Trámite","Sin cambio"
PFC.IRA.B.3/000482-2023,PFC.IRA.B.3/000482-2023,"En Trámite","En Trámite","Sin cambio"
